date,season,year,month,day_of_week,weekend,holiday,temp_actual,temp_feel,humidity,windspeed,weather_cat,riders_casual,riders_registered,riders_total
2011-07-01,summer,2011,Jul,Fri,FALSE,no,85.32050000000001,90.69458,0.39625,6.874736,categ1,1246,4116,5362
2011-07-02,summer,2011,Jul,Sat,TRUE,no,86.4889754,92.05772,0.444583,7.709154,categ1,2204,2915,5119
2011-07-03,summer,2011,Jul,Sun,TRUE,no,84.8900246,92.17175,0.6825,15.333486,categ2,2282,2367,4649
2011-07-04,summer,2011,Jul,Mon,FALSE,yes,85.6280246,91.88753,0.637917,5.4591064000000005,categ2,3065,2978,6043
2011-07-05,summer,2011,Jul,Tue,FALSE,no,87.1040246,94.67042000000001,0.590417,8.459286,categ1,1031,3634,4665
2011-07-06,summer,2011,Jul,Wed,FALSE,no,85.136,93.70697,0.743333,10.042161,categ1,784,3845,4629
2011-07-07,summer,2011,Jul,Thu,FALSE,no,87.35,93.81839,0.65125,10.666400000000001,categ1,754,3838,4592
2011-07-08,summer,2011,Jul,Fri,FALSE,no,84.33652459999999,92.34347000000001,0.757917,15.083643,categ2,692,3348,4040
2011-07-09,summer,2011,Jul,Sat,TRUE,no,86.11997540000002,91.77422000000001,0.609167,11.250104,categ1,1988,3348,5336
2011-07-10,summer,2011,Jul,Sun,TRUE,no,87.16550000000001,94.10225,0.578333,12.292557,categ1,1743,3138,4881
2011-07-11,summer,2011,Jul,Mon,FALSE,no,88.27250000000001,97.68236,0.635833,18.916579,categ1,723,3363,4086
2011-07-12,summer,2011,Jul,Tue,FALSE,no,90.60952459999999,98.53475,0.559167,13.417017999999999,categ1,662,3596,4258
2011-07-13,summer,2011,Jul,Wed,FALSE,no,87.1040246,94.04635999999999,0.631667,9.790911000000001,categ1,748,3594,4342
2011-07-14,summer,2011,Jul,Thu,FALSE,no,82.2454754,89.15935999999999,0.47625,16.124689,categ1,888,4196,5084
2011-07-15,summer,2011,Jul,Fri,FALSE,no,80.95397539999999,88.19339,0.59125,12.249811,categ1,1318,4220,5538
2011-07-16,summer,2011,Jul,Sat,TRUE,no,82.6760246,89.44367,0.585,13.958914,categ1,2418,3505,5923
2011-07-17,summer,2011,Jul,Sun,TRUE,no,85.0745246,92.28497,0.604167,16.417211000000002,categ1,2006,3296,5302
2011-07-18,summer,2011,Jul,Mon,FALSE,no,87.1040246,95.35325,0.65125,14.458867999999999,categ1,841,3617,4458
2011-07-19,summer,2011,Jul,Tue,FALSE,no,89.3180246,99.27311,0.650417,8.7502,categ1,752,3789,4541
2011-07-20,summer,2011,Jul,Wed,FALSE,no,88.7029754,99.21650000000001,0.707083,7.625739,categ1,644,3688,4332
2011-07-21,summer,2011,Jul,Thu,FALSE,no,92.14699999999999,106.37339,0.69125,14.875407,categ2,632,3152,3784
2011-07-22,summer,2011,Jul,Fri,FALSE,no,94.6069754,107.68064000000001,0.580417,8.9177,categ1,562,2825,3387
2011-07-23,summer,2011,Jul,Sat,TRUE,no,94.6685246,104.38583,0.5,8.791807,categ1,987,2298,3285
2011-07-24,summer,2011,Jul,Sun,TRUE,no,93.254,103.53461,0.550833,11.334456999999999,categ1,1050,2556,3606
2011-07-25,summer,2011,Jul,Mon,FALSE,no,86.85797540000002,96.88622,0.757083,6.0841560999999995,categ1,568,3272,3840
2011-07-26,summer,2011,Jul,Tue,FALSE,no,88.9490246,94.72811000000002,0.540833,13.417285999999999,categ1,750,3840,4590
2011-07-27,summer,2011,Jul,Wed,FALSE,no,89.19500000000001,94.16003,0.402917,12.292020999999998,categ1,755,3901,4656
2011-07-28,summer,2011,Jul,Thu,FALSE,no,89.5025246,98.591,0.583333,11.958093,categ1,606,3784,4390
2011-07-29,summer,2011,Jul,Fri,FALSE,no,93.86897540000001,102.73703,0.5425,11.667245999999999,categ1,670,3176,3846
2011-07-30,summer,2011,Jul,Sat,TRUE,no,91.3475246,97.56833,0.465833,11.291979,categ1,1559,2916,4475
2011-07-31,summer,2011,Jul,Sun,TRUE,no,91.4704754,97.68164,0.480833,11.042470999999999,categ1,1524,2778,4302
2011-08-01,summer,2011,Aug,Mon,FALSE,no,88.9490246,95.29628,0.550833,10.500039,categ1,729,3537,4266
2011-08-02,summer,2011,Aug,Tue,FALSE,no,89.8099754,95.63639,0.49125,13.79195,categ1,801,4044,4845
2011-08-03,summer,2011,Aug,Wed,FALSE,no,85.9970246,93.19433000000001,0.6575,9.084061,categ2,467,3107,3574
2011-08-04,summer,2011,Aug,Thu,FALSE,no,84.398,91.83092,0.7575,13.20905,categ2,799,3777,4576
2011-08-05,summer,2011,Aug,Fri,FALSE,no,84.4594754,91.09103,0.630833,12.374632,categ1,1023,3843,4866
2011-08-06,summer,2011,Aug,Sat,TRUE,no,84.8900246,92.85386000000001,0.755,15.29275,categ2,1521,2773,4294
2011-08-07,summer,2011,Aug,Sun,TRUE,no,86.79650000000001,96.37628000000001,0.752917,13.499629,categ1,1298,2487,3785
2011-08-08,summer,2011,Aug,Mon,FALSE,no,88.45700000000001,95.29547,0.592083,12.875725000000001,categ1,846,3480,4326
2011-08-09,summer,2011,Aug,Tue,FALSE,no,89.19500000000001,97.17089,0.570417,10.125107,categ1,907,3695,4602
2011-08-10,summer,2011,Aug,Wed,FALSE,no,88.5800246,93.64847,0.424167,13.417285999999999,categ1,884,3896,4780
2011-08-11,summer,2011,Aug,Thu,FALSE,no,84.95150000000001,90.63689000000001,0.42375,11.041332,categ1,812,3980,4792
2011-08-12,summer,2011,Aug,Fri,FALSE,no,84.2749754,90.86378,0.415,8.416607,categ1,1051,3854,4905
2011-08-13,summer,2011,Aug,Sat,TRUE,no,82.6144754,90.12722000000001,0.729583,14.167418,categ2,1504,2646,4150
2011-08-14,summer,2011,Aug,Sun,TRUE,no,81.9380246,88.19492000000001,0.8175,14.916411,categ2,1338,2482,3820
2011-08-15,summer,2011,Aug,Mon,FALSE,no,81.1384754,87.45503,0.712083,13.999918,categ1,775,3563,4338
2011-08-16,summer,2011,Aug,Tue,FALSE,no,83.7214754,90.12532999999999,0.578333,15.834043000000001,categ1,721,4004,4725
2011-08-17,summer,2011,Aug,Wed,FALSE,no,85.3819754,92.00039000000001,0.575417,9.625689,categ1,668,4026,4694
2011-08-18,summer,2011,Aug,Thu,FALSE,no,84.5210246,91.60322000000001,0.654583,15.624936,categ1,639,3166,3805
2011-08-19,summer,2011,Aug,Fri,FALSE,no,82.553,88.98989,0.722917,9.333635999999998,categ2,797,3356,4153
2011-08-20,summer,2011,Aug,Sat,TRUE,no,83.47550000000001,90.40964000000001,0.674167,6.999289,categ1,1914,3277,5191
2011-08-21,summer,2011,Aug,Sun,TRUE,no,84.4594754,92.79725000000002,0.77,16.666518,categ1,1249,2624,3873
2011-08-22,summer,2011,Aug,Mon,FALSE,no,83.0450246,89.44286,0.47,18.54225,categ1,833,3925,4758
2011-08-23,summer,2011,Aug,Tue,FALSE,no,79.2934754,86.54603,0.455417,9.833121,categ1,1281,4614,5895
2011-08-24,summer,2011,Aug,Wed,FALSE,no,81.69197539999999,88.76228,0.605,16.958236,categ1,949,4181,5130
2011-08-25,summer,2011,Aug,Thu,FALSE,no,82.49152459999999,90.12686000000001,0.771667,14.125810999999999,categ2,435,3107,3542
2011-08-26,summer,2011,Aug,Fri,FALSE,no,83.66,91.37597,0.76125,5.625487499999999,categ1,768,3893,4661
2011-08-27,summer,2011,Aug,Sat,TRUE,no,82.184,89.20004,0.85,25.166338999999997,categ2,226,889,1115
2011-08-28,summer,2011,Aug,Sun,TRUE,no,84.1809542,90.31630999999999,0.561765,20.412153,categ1,1415,2919,4334
2011-08-29,summer,2011,Aug,Mon,FALSE,no,78.98602460000001,86.71621999999999,0.554583,10.708275,categ1,729,3905,4634
2011-08-30,summer,2011,Aug,Tue,FALSE,no,79.17052460000001,85.52336,0.548333,8.375536,categ1,775,4429,5204
2011-08-31,summer,2011,Aug,Wed,FALSE,no,80.4620246,87.00089,0.597917,5.5833311,categ1,688,4370,5058
2011-09-01,summer,2011,Sep,Thu,FALSE,no,80.339,87.34289000000001,0.639167,9.500332,categ1,783,4332,5115
2011-09-02,summer,2011,Sep,Fri,FALSE,no,79.4779754,86.43272,0.727083,9.375243,categ2,875,3852,4727
2011-09-03,summer,2011,Sep,Sat,TRUE,no,81.38452459999999,88.98917,0.716667,12.416775,categ1,1935,2549,4484
2011-09-04,summer,2011,Sep,Sun,TRUE,no,84.33652459999999,91.88861,0.742083,13.833289,categ1,2521,2419,4940
2011-09-05,summer,2011,Sep,Mon,FALSE,yes,81.69197539999999,88.30814000000001,0.790417,14.250632,categ2,1236,2115,3351
2011-09-06,summer,2011,Sep,Tue,FALSE,no,71.852,78.368,0.886957,23.044181,categ3,204,2506,2710
2011-09-07,summer,2011,Sep,Wed,FALSE,no,76.2185246,80.98061,0.917083,6.500393600000001,categ3,118,1878,1996
2011-09-08,summer,2011,Sep,Thu,FALSE,no,78.78277940000001,81.98249,0.939565,12.914116,categ3,153,1689,1842
2011-09-09,summer,2011,Sep,Fri,FALSE,no,79.97,84.10514,0.897917,8.333393000000001,categ2,417,3127,3544
2011-09-10,summer,2011,Sep,Sat,TRUE,no,80.708,86.71658,0.75375,10.291736,categ1,1750,3595,5345
2011-09-11,summer,2011,Sep,Sun,TRUE,no,80.2159754,86.83061000000001,0.71375,7.708618,categ1,1633,3413,5046
2011-09-12,summer,2011,Sep,Mon,FALSE,no,79.5528824,86.19170000000001,0.692174,5.957171000000001,categ1,690,4023,4713
2011-09-13,summer,2011,Sep,Tue,FALSE,no,80.0314754,86.31986,0.7125,9.500868,categ1,701,4062,4763
2011-09-14,summer,2011,Sep,Wed,FALSE,no,81.69197539999999,88.42099999999999,0.697083,11.2091,categ1,647,4138,4785
2011-09-15,summer,2011,Sep,Thu,FALSE,no,74.6195,81.83039,0.709167,18.166782,categ2,428,3231,3659
2011-09-16,summer,2011,Sep,Fri,FALSE,no,66.6245246,73.53275,0.590417,11.000261,categ2,742,4018,4760
2011-09-17,summer,2011,Sep,Sat,TRUE,no,68.2850246,75.06608,0.718333,12.708225,categ2,1434,3077,4511
2011-09-18,summer,2011,Sep,Sun,TRUE,no,69.45349999999999,76.14833,0.695,11.958361,categ1,1353,2921,4274
2011-09-19,summer,2011,Sep,Mon,FALSE,no,72.5285246,79.67075,0.69,10.166713999999999,categ2,691,3848,4539
2011-09-20,summer,2011,Sep,Tue,FALSE,no,73.45102460000001,79.89953,0.88125,9.041917999999999,categ2,438,3203,3641
2011-09-21,summer,2011,Sep,Wed,FALSE,no,75.911,81.54797,0.9,6.4590814,categ2,539,3813,4352
2011-09-22,summer,2011,Sep,Thu,FALSE,no,78.3709754,81.94667,0.902083,8.584375,categ2,555,4240,4795
2011-09-23,fall,2011,Sep,Fri,FALSE,no,76.9565246,78.99125,0.9725,5.2505689,categ2,258,2137,2395
2011-09-24,fall,2011,Sep,Sat,TRUE,no,76.77202460000001,82.79708,0.8625,5.2516811,categ2,1776,3647,5423
2011-09-25,fall,2011,Sep,Sun,TRUE,no,78.8015246,83.53733,0.845,3.3754064,categ2,1544,3466,5010
2011-09-26,fall,2011,Sep,Mon,FALSE,no,79.9085246,85.01378,0.848333,7.4169,categ2,684,3946,4630
2011-09-27,fall,2011,Sep,Tue,FALSE,no,78.98602460000001,83.70724999999999,0.885417,7.917457,categ2,477,3643,4120
2011-09-28,fall,2011,Sep,Wed,FALSE,no,78.863,83.76422,0.84875,9.958143000000002,categ2,480,3427,3907
2011-09-29,fall,2011,Sep,Thu,FALSE,no,77.51002460000001,83.70608,0.699167,11.583161,categ1,653,4186,4839
2011-09-30,fall,2011,Sep,Fri,FALSE,no,73.6355246,81.03461,0.6475,13.833825,categ1,830,4372,5202
2011-10-01,fall,2011,Oct,Sat,TRUE,no,62.257999999999996,69.15767,0.75375,19.583832,categ2,480,1949,2429
2011-10-02,fall,2011,Oct,Sun,TRUE,no,58.322024600000006,63.07853,0.791667,14.874870999999999,categ2,616,2302,2918
2011-10-03,fall,2011,Oct,Mon,FALSE,no,60.3515246,67.28414000000001,0.760833,5.5841686,categ2,330,3240,3570
2011-10-04,fall,2011,Oct,Tue,FALSE,no,67.7315246,74.55722,0.71,13.792218,categ1,486,3970,4456
2011-10-05,fall,2011,Oct,Wed,FALSE,no,71.7289754,79.44242,0.647917,11.87575,categ1,559,4267,4826
2011-10-06,fall,2011,Oct,Thu,FALSE,no,68.4695246,75.23825,0.620833,9.041917999999999,categ1,639,4126,4765
2011-10-07,fall,2011,Oct,Fri,FALSE,no,69.69947540000001,77.39636,0.684167,1.5002439,categ1,949,4036,4985
2011-10-08,fall,2011,Oct,Sat,TRUE,no,70.4990246,78.19178,0.70125,3.0420814,categ1,2235,3174,5409
2011-10-09,fall,2011,Oct,Sun,TRUE,no,71.91347540000001,79.15847,0.7275,4.251150000000001,categ1,2397,3114,5511
2011-10-10,fall,2011,Oct,Mon,FALSE,yes,74.12747540000001,80.86325,0.73375,2.8343814,categ1,1514,3603,5117
2011-10-11,fall,2011,Oct,Tue,FALSE,no,73.82002460000001,81.14864,0.80875,9.583814,categ2,667,3896,4563
2011-10-12,fall,2011,Oct,Wed,FALSE,no,72.0979754,78.59452999999999,0.90625,16.62605,categ3,217,2199,2416
2011-10-13,fall,2011,Oct,Thu,FALSE,no,75.4805246,81.66236,0.896667,9.499729,categ2,290,2623,2913
2011-10-14,fall,2011,Oct,Fri,FALSE,no,72.65147540000001,79.67075,0.71625,15.000161,categ2,529,3115,3644
2011-10-15,fall,2011,Oct,Sat,TRUE,no,69.3920246,76.88525,0.483333,17.291561,categ1,1899,3318,5217
2011-10-16,fall,2011,Oct,Sun,TRUE,no,69.7610246,77.28386,0.486667,18.875039,categ1,1748,3293,5041
2011-10-17,fall,2011,Oct,Mon,FALSE,no,71.4215246,77.96525,0.579583,11.750393,categ1,713,3857,4570
2011-10-18,fall,2011,Oct,Tue,FALSE,no,71.29849999999999,79.04489000000001,0.701667,7.375829,categ2,637,4111,4748
2011-10-19,fall,2011,Oct,Wed,FALSE,no,71.9803382,78.24632,0.895217,16.303713,categ3,254,2170,2424
2011-10-20,fall,2011,Oct,Thu,FALSE,no,67.11647540000001,73.98725,0.63625,28.292425,categ1,471,3724,4195
2011-10-21,fall,2011,Oct,Fri,FALSE,no,63.5495,70.12364,0.574167,14.833532,categ1,676,3628,4304
2011-10-22,fall,2011,Oct,Sat,TRUE,no,63.180499999999995,70.29428,0.629167,6.2086689,categ1,1499,2809,4308
2011-10-23,fall,2011,Oct,Sun,TRUE,no,63.1190246,70.00997000000001,0.74125,6.6673375,categ1,1619,2762,4381
2011-10-24,fall,2011,Oct,Mon,FALSE,no,66.1939754,73.13603,0.772083,7.959064,categ1,699,3488,4187
2011-10-25,fall,2011,Oct,Tue,FALSE,no,66.8090246,73.70375,0.622917,11.166086,categ1,695,3992,4687
2011-10-26,fall,2011,Oct,Wed,FALSE,no,67.7315246,74.55614,0.720417,9.959014,categ2,404,3490,3894
2011-10-27,fall,2011,Oct,Thu,FALSE,no,66.686,73.13414,0.812917,13.250121,categ2,240,2419,2659
2011-10-28,fall,2011,Oct,Fri,FALSE,no,56.4154754,60.69308,0.585833,15.375093,categ2,456,3291,3747
2011-10-29,fall,2011,Oct,Sat,TRUE,no,50.757524599999996,52.51217,0.8825,23.541857,categ3,57,570,627
2011-10-30,fall,2011,Oct,Sun,TRUE,no,55.5545246,60.91961,0.62375,11.833339,categ1,885,2446,3331
2011-10-31,fall,2011,Oct,Mon,FALSE,no,57.092,64.04567,0.703333,7.12545,categ1,362,3307,3669
2011-11-01,fall,2011,Nov,Tue,FALSE,no,61.5814754,67.73792,0.68375,9.083257,categ1,410,3658,4068
2011-11-02,fall,2011,Nov,Wed,FALSE,no,59.8595,67.11197,0.71875,5.5001439,categ1,370,3816,4186
2011-11-03,fall,2011,Nov,Thu,FALSE,no,62.1349754,68.53289,0.702083,9.166739,categ1,318,3656,3974
2011-11-04,fall,2011,Nov,Fri,FALSE,no,61.7659754,68.30528,0.6225,18.209193,categ2,470,3576,4046
2011-11-05,fall,2011,Nov,Sat,TRUE,no,56.10802459999999,61.14686,0.519167,12.667154,categ1,1156,2770,3926
2011-11-06,fall,2011,Nov,Sun,TRUE,no,57.706975400000005,64.61222000000001,0.734583,6.1676314,categ1,952,2697,3649
2011-11-07,fall,2011,Nov,Mon,FALSE,no,61.150999999999996,68.07839,0.75875,3.834075,categ1,373,3662,4035
2011-11-08,fall,2011,Nov,Tue,FALSE,no,62.1349754,69.10214,0.721667,4.6255125,categ1,376,3829,4205
2011-11-09,fall,2011,Nov,Wed,FALSE,no,61.52,68.81711000000001,0.758333,4.1671186,categ1,305,3804,4109
2011-11-10,fall,2011,Nov,Thu,FALSE,no,60.044,65.63489000000001,0.813333,12.667489000000002,categ2,190,2743,2933
2011-11-11,fall,2011,Nov,Fri,FALSE,yes,55.9235246,59.61353,0.44625,21.083225,categ1,440,2928,3368
2011-11-12,fall,2011,Nov,Sat,TRUE,no,58.322024600000006,64.21477999999999,0.552917,14.208154,categ1,1275,2792,4067
2011-11-13,fall,2011,Nov,Sun,TRUE,no,64.5334754,70.7495,0.458333,18.875307,categ1,1004,2713,3717
2011-11-14,fall,2011,Nov,Mon,FALSE,no,71.114,79.21508,0.587083,20.541932,categ1,595,3891,4486
2011-11-15,fall,2011,Nov,Tue,FALSE,no,71.114,77.68211,0.68875,13.375411,categ2,449,3746,4195
2011-11-16,fall,2011,Nov,Wed,FALSE,no,65.7020246,72.67892,0.93,9.167543,categ3,145,1672,1817
2011-11-17,fall,2011,Nov,Thu,FALSE,no,57.21502460000001,61.08989,0.575833,20.459254,categ2,139,2914,3053
2011-11-18,fall,2011,Nov,Fri,FALSE,no,52.2335246,56.544889999999995,0.41,11.291711,categ1,245,3147,3392
2011-11-19,fall,2011,Nov,Sat,TRUE,no,56.2925246,61.20347,0.502083,15.041232,categ1,943,2720,3663
2011-11-20,fall,2011,Nov,Sun,TRUE,no,66.1939754,73.13522,0.684583,12.45865,categ2,787,2733,3520
2011-11-21,fall,2011,Nov,Mon,FALSE,no,65.0255,72.05557999999999,0.91,9.249618,categ3,220,2545,2765
2011-11-22,fall,2011,Nov,Tue,FALSE,no,62.7500246,69.95264,0.9625,7.959064,categ3,69,1538,1607
2011-11-23,fall,2011,Nov,Wed,FALSE,no,64.5334754,70.74833000000001,0.757917,22.500275,categ2,112,2454,2566
2011-11-24,fall,2011,Nov,Thu,FALSE,yes,59.5519754,65.52239,0.549167,11.209368000000001,categ1,560,935,1495
2011-11-25,fall,2011,Nov,Fri,FALSE,no,59.675,66.26039,0.64375,6.6260186,categ1,1095,1697,2792
2011-11-26,fall,2011,Nov,Sat,TRUE,no,59.736475399999996,66.65783,0.681667,4.5841936,categ1,1249,1819,3068
2011-11-27,fall,2011,Nov,Sun,TRUE,no,65.8865246,73.02199999999999,0.698333,13.999918,categ1,810,2261,3071
2011-11-28,fall,2011,Nov,Mon,FALSE,no,69.15667640000001,76.11098,0.743043,9.522174,categ1,253,3614,3867
2011-11-29,fall,2011,Nov,Tue,FALSE,no,65.8249754,72.62375,0.830833,17.292164,categ2,96,2818,2914
2011-11-30,fall,2011,Nov,Wed,FALSE,no,55.985,60.00989,0.613333,18.167586,categ1,188,3425,3613
2011-12-01,fall,2011,Dec,Thu,FALSE,no,55.0625,59.49986,0.524583,14.750586,categ1,182,3545,3727
2011-12-02,fall,2011,Dec,Fri,FALSE,no,55.1855246,61.82897,0.625833,6.750518,categ1,268,3672,3940
2011-12-03,fall,2011,Dec,Sat,TRUE,no,54.0785246,59.954359999999994,0.612917,6.4174811,categ1,706,2908,3614
2011-12-04,fall,2011,Dec,Sun,TRUE,no,56.4154754,63.419000000000004,0.775833,5.6252061,categ1,634,2851,3485
2011-12-05,fall,2011,Dec,Mon,FALSE,no,60.4744754,67.45325,0.827083,4.1679561000000005,categ2,233,3578,3811
2011-12-06,fall,2011,Dec,Tue,FALSE,no,66.13250000000001,73.076,0.949583,15.583061,categ3,126,2468,2594
2011-12-07,fall,2011,Dec,Wed,FALSE,no,62.257999999999996,68.02214000000001,0.970417,17.833725,categ3,50,655,705
2011-12-08,fall,2011,Dec,Thu,FALSE,no,51.6184754,55.12442,0.58,16.083886,categ1,150,3172,3322
2011-12-09,fall,2011,Dec,Fri,FALSE,no,53.4634754,60.578779999999995,0.695833,5.5420189,categ1,261,3359,3620
2011-12-10,fall,2011,Dec,Sat,TRUE,no,52.295,55.97708,0.5075,15.625807,categ1,502,2688,3190
2011-12-11,fall,2011,Dec,Sun,TRUE,no,48.297475399999996,54.783860000000004,0.49,4.458293899999999,categ1,377,2366,2743
2011-12-12,fall,2011,Dec,Mon,FALSE,no,49.588975399999995,56.31764,0.670833,4.251150000000001,categ1,143,3167,3310
2011-12-13,fall,2011,Dec,Tue,FALSE,no,52.8485,59.10242,0.59,9.41685,categ1,155,3368,3523
2011-12-14,fall,2011,Dec,Wed,FALSE,no,55.4315,62.45258,0.66375,4.0842061,categ2,178,3562,3740
2011-12-15,fall,2011,Dec,Thu,FALSE,no,63.180499999999995,69.10133,0.634167,17.958814,categ2,181,3528,3709
2011-12-16,fall,2011,Dec,Fri,FALSE,no,59.675,64.38425000000001,0.500417,17.458525,categ2,178,3399,3577
2011-12-17,fall,2011,Dec,Sat,TRUE,no,51.064975399999994,54.44339,0.560833,16.292189,categ2,275,2464,2739
2011-12-18,fall,2011,Dec,Sun,TRUE,no,49.588975399999995,54.102109999999996,0.58625,11.375193000000001,categ1,220,2211,2431
2011-12-19,fall,2011,Dec,Mon,FALSE,no,52.418024599999995,57.28397,0.6375,11.584031999999999,categ1,260,3143,3403
2011-12-20,fall,2011,Dec,Tue,FALSE,no,60.4744754,67.68086,0.595417,4.1252436,categ2,216,3534,3750
2011-12-21,winter,2011,Dec,Wed,FALSE,no,63.6109754,70.52153,0.858333,14.8338,categ2,107,2553,2660
2011-12-22,winter,2011,Dec,Thu,FALSE,no,63.2419754,70.35089,0.7575,3.1674249999999997,categ2,227,2841,3068
2011-12-23,winter,2011,Dec,Fri,FALSE,no,59.5519754,65.97617,0.68625,18.374482,categ1,163,2046,2209
2011-12-24,winter,2011,Dec,Sat,TRUE,no,54.3245,58.93178,0.5425,12.750368,categ1,155,856,1011
2011-12-25,winter,2011,Dec,Sun,TRUE,no,52.278985399999996,57.19649,0.681304,10.391097,categ1,303,451,754
2011-12-26,winter,2011,Dec,Mon,FALSE,yes,55.7443382,60.39815,0.506957,16.044155,categ1,430,887,1317
2011-12-27,winter,2011,Dec,Tue,FALSE,no,55.985,61.48697,0.7625,12.62615,categ2,103,1059,1162
2011-12-28,winter,2011,Dec,Wed,FALSE,no,54.075794,57.19766,0.50391300000000006,19.695386999999997,categ1,255,2047,2302
2011-12-29,winter,2011,Dec,Thu,FALSE,no,50.3269754,55.750280000000004,0.574167,8.000604000000001,categ1,254,2169,2423
2011-12-30,winter,2011,Dec,Fri,FALSE,no,55.00102460000001,60.69308,0.636667,9.000579,categ1,491,2508,2999
2011-12-31,winter,2011,Dec,Sat,TRUE,no,62.257999999999996,69.27089000000001,0.615833,14.750318,categ1,665,1820,2485
